len, median BS, stdev BS, median IS, stdev IS
66700,14.4,1.6124515496597107,3.73,1.1734990413289654
66800,14.23,1.8860275713785308,3.79,1.0889903580840372
66900,14.67,1.400392802038058,3.79,1.1161989070053777
67000,14.69,1.4049555153100057,3.76,1.2970736293672767
67100,14.38,1.647907764409161,3.69,1.128671785772995
67200,14.69,1.4744151382836528,3.73,1.1032225523438144
67300,14.23,1.82677311125383,3.7,1.2041594578792298
67400,14.62,1.2310970717209915,3.58,1.0693923508235879
67500,14.54,1.3814485151463303,3.91,1.1144056711987786
67600,14.7,1.374772708486752,3.65,1.3369741957120944
67700,14.59,1.3863260799682016,3.79,1.0889903580840374
67800,14.76,1.3937001112147471,3.83,1.2004582458378126
67900,14.5,1.5394804318340654,4.02,1.2245815611873312
68000,14.55,1.7109938632268669,3.94,1.1297787393998884
68100,14.88,1.2270289320142374,3.76,1.0688311372709909
68200,14.6,1.4764823060233405,3.65,1.116915395184434
68300,14.57,1.5443768970040967,4.09,1.2173331507849448
68400,14.77,1.3989639023219997,3.78,1.0824047302187854
68500,14.66,1.38,3.79,1.2984221193433196
68600,14.73,1.4412147653975795,3.89,1.2074352984735874
68700,14.63,1.9269405802982094,3.69,1.0648474069086147
68800,14.4,1.7320508075688785,3.85,1.1079259903080165
68900,14.41,1.4703400967123212,3.77,1.2716524682475157
69000,14.57,1.6748432762500503,3.82,1.2835887191776032
69100,14.67,1.4075155416548701,3.62,1.12942463227964
69200,14.53,1.6214499683924881,3.61,1.0382196299434923
69300,14.92,1.2936769303036988,3.83,1.2333288288206021
69400,14.58,1.6135674761223961,3.73,1.0663489110042734
69500,14.71,1.3659795020423993,3.95,1.4517231140957976
69600,14.76,1.4008568806269965,3.77,1.1563304026099113
69700,14.86,1.3192422067232374,3.86,1.2650691680694768
69800,14.61,1.462155942435689,3.67,1.1406577050105782
69900,14.63,1.5208878985645191,4.0,1.1661903789690602
70000,14.57,1.5953369550035508,3.82,1.2679116688476366
70100,14.58,1.733089726471194,3.66,1.0509043724335716
70200,14.46,1.6517869111964778,4.02,1.2163880959627988
70300,14.52,1.577846633865282,3.91,1.149739100839839
70400,14.64,1.452721583786791,3.79,1.2271511724314978
70500,14.54,1.7856091397615543,3.74,1.2216382443260358
70600,14.67,1.5751507864328427,3.77,1.0756858277396797
70700,14.66,1.6138153549895349,3.83,1.34205066968427
70800,14.66,1.8122913673027294,3.67,1.0300970828033638
70900,14.9,1.5066519173319366,3.93,1.1937755232873564
71000,14.92,1.3687950905814945,3.82,1.0524257693538295
71100,14.73,1.4202464574854605,3.97,1.25263721803242
71200,14.53,1.670059879166014,3.77,1.1032225523438142
71300,14.68,1.7937669859822922,3.54,1.0809255293497335
71400,14.63,1.56623752987853,3.79,1.2984221193433203
71500,14.61,1.4345382532369073,3.6,1.1313708498984756
71600,14.67,1.3420506696842713,4.01,1.2287798826478247
71700,14.52,1.8082035283673128,3.9,1.170469991071963
71800,14.76,1.5370100845472676,3.79,1.3137351331223504
71900,14.67,1.4075155416548697,3.88,1.2828094168659656
72000,14.77,1.4342593907658399,3.84,1.246755790040696
72100,14.5,1.7578395831246945,3.83,1.288836684766537
72200,14.71,1.6266222671536255,4.06,1.1473447607410776
72300,14.66,1.563457706495446,3.98,1.256821387469198
72400,14.57,1.5248278591368938,3.7,1.187434208703792
72500,14.76,1.6069847541280535,3.73,1.0085137579626764
72600,14.9,1.431782106327636,3.78,1.109774751920407
72700,14.71,1.681041343929411,3.66,1.0603772913449245
72800,14.52,2.007386360419936,3.84,1.1892854997854805
72900,14.9,1.2206555615733705,3.63,1.0830974102083337
73000,14.8,1.6970562748477145,3.81,1.101771301132862
73100,14.78,1.526957759730111,3.68,0.9987992791347026
73200,14.98,1.5490642336585025,3.81,1.3014991356124677
73300,14.72,1.5497096502248413,3.78,1.171153277756588
73400,14.91,1.5237781990827932,3.67,1.2170045193013876
73500,14.89,1.4134709052541556,3.89,1.1126095451684754
73600,14.69,1.9219521325985178,4.07,1.491676908717166
73700,14.79,1.7105262348178125,3.61,1.1738398527908314
73800,14.81,1.2304064369142418,3.76,1.141227409414968
73900,14.73,1.6300613485387598,3.74,1.1714947716485977
74000,14.77,1.5928276742949936,3.94,1.2713772060250257
74100,14.99,1.499966666296289,3.77,0.9884836872705586
74200,14.88,1.457943757488608,4.06,1.3101144988129858
74300,14.83,1.5495483212859154,3.86,0.9382963284591912
74400,14.72,1.3272528018429648,3.71,1.0420652570736635
74500,14.85,1.3955285736952858,3.63,1.1104503590885995
74600,14.8,1.469693845669907,4.06,1.279218511435791
74700,14.76,1.497464523786791,3.85,1.0805091392487145
74800,14.65,1.5516120649182905,3.8,1.0295630140987007
74900,14.54,1.997097894445837,3.98,1.2568213874691985
75000,14.99,1.6643016553497756,3.9,1.1445523142259602
75100,14.56,1.8128430709799463,3.7,1.1958260743101397
75200,14.74,1.6347476869535553,3.75,1.243985530462473
75300,14.63,1.5726092966786118,3.73,1.1563304026099117
75400,14.78,1.6767826334978546,3.69,1.0168087332433773
75500,14.71,1.3805433712853794,3.75,1.243985530462473
75600,14.83,1.4632498077908633,3.72,1.1408768557561328
75700,14.81,1.7360587547660933,3.77,1.215360028962611
75800,14.71,1.8182134088164679,3.74,1.221638244326036
75900,14.74,1.5596153371905523,3.85,1.0897247358851678
76000,14.68,1.8432579851990332,4.02,1.232720568498799
76100,14.9,1.374772708486752,3.89,1.1566762727747126
76200,14.97,1.6028412273210346,3.8,0.9695359714832662
76300,14.67,1.8711226576576954,3.77,1.2071039723238424
76400,15.04,1.207642331156042,3.73,1.0183810681665286
76500,14.72,1.6129476122924757,3.79,1.2271511724314976
76600,14.96,1.310877568653915,3.9,1.0344080432788605
76700,14.85,1.143459662602927,3.62,1.1556816170554933
76800,14.79,1.6388715629969306,3.82,1.169444312483497
76900,14.89,1.6303067196083083,3.71,1.125122215583712
77000,14.73,1.4754999152829529,3.82,1.2990765951243977
77100,14.76,1.5370100845472674,3.8,1.272792206135785
77200,14.82,1.5451860729374955,3.71,1.107203684964966
77300,15.03,1.5456713751635565,3.83,1.0300970828033627
77400,14.66,1.8451016232175386,3.64,1.044222198576528
77500,14.7,1.9157244060668006,3.9,1.1180339887498951
77600,14.76,1.5692036196746424,3.88,1.070327052820772
77700,14.71,1.5575300960174097,3.93,1.1068423555321694
77800,15.1,1.3076696830622023,3.69,1.0458967444255676
77900,14.52,1.6154256405046936,3.8,1.1747340124470735
78000,14.83,1.9029188106695458,3.89,0.9787236586493662
78100,14.86,1.964790065121464,3.82,0.8986656775464387
78200,14.96,1.3922643427165686,3.77,1.190420093916429
78300,14.71,1.8016381434683273,3.67,1.0867842472174503
78400,14.94,1.5800000000000007,4.03,1.34502788075192
78500,14.8,1.4071247279470294,3.64,1.0818502669038808
78600,14.95,1.6695807857064,3.72,1.0590561835898984
78700,14.86,1.7833676009168729,3.65,1.1608186766243902
78800,14.68,1.9229144546755055,3.76,1.059433811051922
78900,15.03,1.0531381675734672,4.04,1.28
79000,14.74,1.5140673697032108,3.61,1.1823282116231517
79100,15.06,1.3624977064200885,3.62,1.1469960767151737
79200,14.4,2.102379604162865,3.85,1.152171862180291
79300,14.74,1.76419953520003,3.75,1.243985530462473
79400,15.14,1.4072668545801816,3.89,1.2561448961007646
79500,14.67,1.7495999542752623,3.83,1.2574179893734612
79600,14.82,1.6271447384913245,3.61,1.0478072341800286
79700,14.69,1.7646246059714794,3.63,1.2054459755625715
79800,14.85,1.5708278072405004,3.89,1.264080693626796
79900,14.67,1.5495483212859167,3.55,1.4026760139105534
80000,15.11,1.1738398527908318,3.89,0.9580709785814413
80100,14.89,1.3030349189488368,3.93,1.234949391675627
80200,14.99,1.4177094201563314,4.06,1.3101144988129858
80300,14.45,1.739971264130531,3.93,1.2747941010218085
80400,14.58,1.839456441452203,4.08,1.4190137420053417
80500,14.75,1.8621224449536071,3.83,1.2494398745037705
80600,14.71,1.6987936896515718,3.76,1.0403845442911959
80700,15.01,1.5132415537514168,3.9,1.1704699910719631
80800,14.76,1.6131955864060623,3.78,1.1452510641776328
80900,15.01,1.8573906428104991,3.83,0.9701030873056733
81000,15.17,1.3568714014231404,3.9,1.1
81100,14.67,1.6374064858794228,3.85,1.3592277219068185
81200,14.81,1.8957584234284701,3.91,1.3571661652133837
81300,14.83,1.5559884318336041,3.62,1.0562196741208714
81400,15.15,1.4448183276799886,3.94,1.340298474221321
81500,14.65,1.9150718002205562,3.98,1.2245815611873305
81600,14.78,1.7063411147833256,3.79,1.1601293031382316
81700,15.12,1.437219537857735,3.93,0.9925220400575493
81800,14.87,1.3390668392578475,3.77,1.1649463506960307
81900,15.03,1.6459343850834396,3.72,1.0007996802557446
82000,14.89,1.8215103623092563,3.82,1.2196720870791458
82100,14.91,1.6130406070524084,3.59,1.068597211300872
82200,14.97,1.3961017154921058,4.05,1.3294735800308326
82300,14.96,1.7545369759569047,3.88,1.0419213022104885
82400,14.7,1.9,3.72,1.1232096865679178
82500,14.94,1.7367786272291592,3.93,1.210413152605341
82600,14.96,1.5027973915335362,3.8,1.1135528725660044
82700,14.81,1.3834377470634525,3.9,1.1704699910719627
82800,14.92,1.7127755252805315,3.92,1.2623787070447605
82900,14.91,1.59433371663526,3.94,1.1816936997377963
83000,15.18,1.3295111883696202,3.91,1.200791405698759
83100,14.94,1.5480310074413894,3.82,1.0332473082471585
83200,15.03,1.3225354437594479,3.85,1.2439855304624725
83300,14.99,1.5588136514670385,3.63,1.0455142275454692
83400,14.77,1.6422849935379664,3.74,1.1280070921762861
83500,15.11,1.427550349374761,3.98,1.1223190277278559
83600,15.04,1.7431006855600746,3.73,1.0474254150057658
83700,15.03,1.8025260053602556,3.76,1.2175385004179538
83800,15.07,1.3729894391436523,3.96,1.377824371971987
83900,14.94,1.5480310074413894,3.83,1.1318568814121326
84000,14.83,1.6973803345155143,3.62,1.1025425161870175
84100,14.97,1.5713370103195565,3.67,0.9905049217444606
84200,14.98,1.256821387469199,3.97,1.1786008654332476
84300,14.96,1.7315888657530694,3.93,1.2349493916756267
84400,14.9,1.4177446878757824,3.91,1.1840185809352832
84500,14.99,1.615518492620868,3.94,1.0470912090166744
84600,15.14,1.5232859219463684,3.9,1.0148891565092222
84700,15.1,1.6822603841260722,3.87,1.1887388274974453
84800,15.1,1.5329709716755888,3.84,1.246755790040696
84900,14.89,1.482531618549838,3.76,1.2970736293672764
85000,15.1,1.4730919862656235,3.65,1.0331989159885915
85100,14.88,1.7735839421916293,3.97,1.1786008654332476
85200,15.18,1.4790537515587456,3.73,1.1032225523438142
85300,15.1,1.6031219541881396,3.82,1.1079711187571626
85400,14.83,1.5495483212859154,3.78,1.0057832768544133
85500,15.17,1.5169377047196093,3.71,0.97257390464684
85600,14.98,1.7887425751068828,3.88,1.1771151175649728
85700,15.15,1.3883443376914817,3.84,1.0170545708072893
85800,14.98,1.5164432069813896,3.81,1.197455635921432
85900,15.0,1.4,3.86,1.1749042514179606
86000,15.14,1.5232859219463684,3.85,1.2114041439585714
86100,14.94,1.6602409463689307,3.82,1.1864231959971105
86200,14.86,1.5034626699722204,3.94,1.1208925015361644
86300,15.01,1.3076314465475363,3.81,1.0362914647916386
86400,15.11,1.5930787802240045,3.81,1.1286717857729944
86500,14.72,1.6314410807626487,3.81,1.119776763466719
86600,14.99,1.7804212984571945,3.91,1.2577360613419657
86700,15.12,1.6387800340497203,3.6,1.0954451150103317
86800,14.95,1.402676013910554,3.78,1.13648581161403
86900,14.91,2.0104477113319814,3.86,1.2729493312775646
87000,15.31,1.5407465722824123,4.11,1.248158643762884
87100,14.78,1.808756478910304,3.96,1.2563439019631528
87200,15.01,1.5715915499900102,3.86,1.0101485039339506
87300,15.27,1.1904200939164293,3.69,1.0554146104730604
87400,14.97,1.5195723082499235,3.84,1.1019981851164729
87500,15.11,1.5026310259009041,3.83,1.1493911431710262
87600,15.18,1.3295111883696202,3.91,1.0108906963663284
87700,15.04,1.4277254638059798,3.92,1.1106754701531858
87800,15.22,1.4041367454774478,3.96,1.2642784503423288
87900,15.11,1.3482952198980767,3.71,1.1339753083731587
88000,15.0,1.9544820285692064,3.81,0.9766780431646858
88100,15.31,1.3689046716261883,3.78,1.0916043239196154
88200,14.74,1.7641995352000297,4.11,1.264080693626796
88300,15.36,1.3676256797823,3.8,1.1489125293076061
88400,15.18,1.3444701558606642,3.72,1.0961751684835779
88500,15.43,1.443987534572235,3.79,1.1427598172844544
88600,14.95,1.878163997099295,3.75,1.2599603168354152
88700,15.05,1.5835087622113118,3.91,1.114405671198779
88800,15.06,1.8320480343047787,3.65,0.9937303457175897
88900,14.87,1.968019308848366,3.84,1.1110355529864915
89000,15.17,1.4700680256369085,3.87,1.0922911699725495
89100,14.96,1.71417618697729,3.88,1.0514751542475933
89200,15.34,1.4847221962373962,3.9,1.118033988749895
89300,15.01,1.7291327305906854,3.66,1.1244554237496471
89400,15.0,1.5748015748023623,3.8,1.2489995996796792
89500,14.93,2.055504804178283,3.82,1.1169601604354553
89600,15.25,1.3665650368716449,3.78,1.2615863030328123
89700,14.72,1.965095417530659,3.87,1.1802965729002184
89800,14.82,1.872858777377516,3.91,1.15840407457847
89900,15.04,1.5615377036754508,3.89,1.1126095451684752
90000,15.04,1.5742934923323542,3.78,1.2773409881468611
90100,15.11,1.3920847675339325,3.71,1.1427598172844546
90200,15.06,1.6175289796476606,3.81,1.2860404348231054
90300,14.94,1.8591395859375388,3.91,1.123343224486622
90400,15.04,1.3994284547628724,3.95,1.1608186766243902
90500,14.84,1.467787450552702,3.95,1.1608186766243902
90600,15.18,1.3738995596476475,4.09,1.225520297669525
90700,15.43,1.210413152605341,3.88,1.2512393855693638
90800,14.94,1.5480310074413894,3.8,1.1401754250991385
90900,14.76,1.7556765077883794,3.71,1.0610843510296437
91000,15.04,1.3335666462535722,3.78,1.0824047302187851
91100,15.08,1.6593974810153236,3.87,1.262180652680115
91200,15.06,1.6298466185503473,3.79,1.2024558203942457
91300,15.01,1.4662537297480276,3.87,1.0359054010864126
91400,14.91,1.7093566041057675,3.94,1.2232742946698432
91500,15.15,1.5058220346375593,3.83,1.1752021102772061
91600,15.11,1.6303067196083079,3.76,1.068831137270991
91700,15.04,1.5679285698015715,4.03,1.268503054785443
91800,14.87,1.7242679606140117,3.79,1.0797684937059424
91900,15.27,1.4550257729676133,3.95,1.2757350822173075
92000,14.78,1.9056757331718337,3.92,1.0264501936285073
92100,15.06,1.5736581585592224,3.77,1.1212047092302102
92200,14.93,1.6568343308852582,4.0,1.3341664064126333
92300,15.27,1.5417846801677597,3.84,0.9562426470305536
92400,15.03,1.5261389189716643,3.71,1.0420652570736637
92500,14.97,1.4930170796075977,3.86,1.0584894897919388
92600,15.3,1.5524174696260025,3.79,1.1857065404222076
92700,15.15,1.6393596310755,3.81,1.254551712764365
92800,14.92,1.8312837027615358,3.72,1.175414820393209
92900,15.36,1.5396103403134198,3.83,1.1836807001890326
93000,15.01,1.7747957628978046,3.98,1.3563185466548784
93100,15.01,1.6339828640472338,3.82,1.2359611644384294
93200,15.29,1.5316331153380045,4.13,1.2381841543163121
93300,14.98,1.6791664598841898,3.85,1.134680571791021
93400,14.93,1.6447188209539043,3.85,1.0712142642814269
93500,15.26,1.4465130486794786,3.9,1.2206555615733707
93600,14.96,1.5226293048539423,4.03,1.3524422353653411
93700,15.11,1.4345382532369089,3.75,1.1346805717910218
93800,15.1,1.596871942267131,4.01,1.3228378585450304
93900,15.03,1.9362592801585228,3.83,1.1666619047521862
94000,15.35,1.3444329659748753,3.91,1.1755424279880335
94100,15.21,1.5703184390434954,3.65,1.1947803145348526
94200,14.86,1.8221964767828964,3.78,1.0447966309287187
94300,15.28,1.7893015397076026,3.75,1.2196310917650468
94400,15.19,1.5342424840943498,3.79,1.2271511724314978
94500,15.25,1.5835087622113115,3.83,1.2494398745037703
94600,15.36,1.5134067529914113,3.8,1.1135528725660047
94700,15.14,1.378549962823255,3.72,1.1668761716651856
94800,14.76,1.8553705829294582,3.83,1.1920989891783313
94900,14.81,1.8476742137075997,3.88,1.1249888888340185
95000,14.77,1.8376887658142766,3.88,1.274990196040738
95100,15.14,1.6554153557340219,3.86,1.0678951259369984
95200,14.84,1.5344054223053305,3.64,1.1534296684236962
95300,15.48,1.4593149077563752,4.03,1.0995908329919821
95400,15.12,1.845426779907565,3.88,1.321211565193099
95500,15.14,1.476617756902577,3.87,1.0830974102083348
95600,15.26,1.5140673697032112,4.03,1.178600865433248
95700,14.99,1.6400914608643027,3.82,1.177964345810177
95800,15.09,1.4972975656161347,3.74,1.3009227494359532
95900,14.89,1.8379064176393742,3.85,1.2835497652993435
96000,15.11,1.8433393610510242,3.75,1.1947803145348521
96100,15.35,1.6271140095272985,3.68,1.0476640682967042
96200,15.29,1.437323902257247,4.04,1.3260467563400624
96300,15.27,1.4412147653975795,3.69,1.064847406908615
96400,15.23,1.684369318172235,3.77,1.138902980942626
96500,15.11,1.427550349374761,3.92,1.172006825918689
96600,15.08,1.5727682601070003,3.79,1.1339753083731585
96700,15.05,1.790949468857232,3.97,1.1441590798486023
96800,15.22,1.9161419571628826,3.88,1.1249888888340185
96900,14.95,1.9716744153130357,3.82,1.003792807306368
97000,15.32,1.3991425945914164,3.72,1.3120975573485378
97100,15.03,1.7231076576929254,3.77,1.0941206514822757
97200,14.8,1.9131126469708992,3.85,1.2990381056766578
97300,15.47,1.2841728855570815,3.63,1.1104503590885995
97400,15.01,1.6278513445643623,3.93,1.1068423555321696
97500,15.06,1.5544774041458442,3.99,1.2287798826478242
97600,15.03,1.6459343850834394,4.14,1.0394229168149018
97700,14.71,2.3887025767139787,3.73,1.3103816238027763
97800,14.92,1.6654128617252852,3.75,1.3219304066402287
97900,15.11,1.6179925834193434,3.91,1.2891470048058915
98000,15.31,1.4744151382836528,3.96,1.3032267646115936
98100,15.61,1.1566762727747124,3.9,1.228820572744451
98200,15.04,1.6365818036383033,3.68,1.139122469271852
98300,15.11,1.6546600859391032,4.03,1.0435995400535596
98400,15.05,1.915071800220556,4.05,1.2439855304624732
98500,15.15,1.4585952145814818,4.09,1.3423486879346964
98600,15.12,1.6749925372968093,3.83,1.2251938622112006
98700,14.94,1.5285287043428408,3.79,1.1857065404222071
98800,15.17,1.7265862272125303,3.87,1.1632282665066223
98900,15.02,1.897261183917492,3.87,1.0922911699725497
99000,15.06,1.4820256408038297,3.74,1.1714947716485975
99100,15.33,1.4286707108357757,3.7,1.1
99200,15.12,1.5892136420255147,3.67,1.225193862211202
99300,15.46,1.1783038657324358,3.68,1.038075141788879
99400,15.53,1.1954497061775542,3.82,1.1258774356030044
99500,15.13,1.6891121928397768,3.82,1.169444312483497
99600,15.22,1.4323407415835094,3.51,1.0049378090210355
99700,15.48,1.3452137376640187,3.97,1.135385397122933
99800,15.09,1.9343991315134537,3.63,1.055035544424926
99900,15.28,1.5104966070799368,3.99,1.135737645761556
